Café;Species;Country_Origin;Fragrance_Aroma;Flavor;Aftertaste;Salt_Acid;Mouthfeel;Balance;Bitter_Sweet;Uniform_Cup;Clean_Cup;Cupper_Points;quality_score
958;Arabica;Indonesia;7.75;7.17;7.17;7.33;7.33;10.00;7.58;10.00;10.00; 7.17;81.50
959;Arabica;Brazil;7.50;7.42;7.17;7.42;7.33;10.00;7.50;10.00;10.00; 7.17;81.50
960;Arabica;Guatemala;7.33;7.50;7.33;7.42;7.33;10.00;7.17;10.00;10.00; 7.42;81.50
961;Arabica;Colombia;7.42;7.42;7.17;7.42;7.33;10.00;7.42;10.00;10.00; 7.33;81.50
962;Arabica;United States (Hawaii);7.33;7.33;7.33;7.50;7.83;10.00;7.50; 9.33;10.00; 7.33;81.50
963;Arabica;Mexico;7.58;7.33;7.08;7.33;7.33;10.00;7.50;10.00;10.00; 7.25;81.42
964;Arabica;Guatemala;7.42;7.33;7.08;7.58;7.25;10.00;7.33;10.00;10.00; 7.42;81.42
965;Arabica;Brazil;7.33;7.50;7.50;7.33;7.42;10.00;6.83;10.00;10.00; 7.50;81.42
966;Arabica;Honduras;7.50;7.33;7.17;7.25;7.42;10.00;7.50;10.00;10.00; 7.25;81.42
967;Arabica;Taiwan;7.83;7.75;7.42;7.17;7.08;10.00;7.08;10.00;10.00; 7.08;81.42
968;Arabica;Malawi;7.58;7.17;7.33;7.42;7.42;10.00;7.08;10.00;10.00; 7.42;81.42
969;Arabica;Brazil;7.25;7.50;7.42;7.17;7.33;10.00;7.33;10.00;10.00; 7.42;81.42
970;Arabica;Guatemala;7.42;7.50;7.17;7.42;7.42;10.00;7.42;10.00;10.00; 7.08;81.42
971;Arabica;Mexico;7.67;7.33;7.25;7.17;7.42;10.00;7.25;10.00;10.00; 7.33;81.42
972;Arabica;Peru;7.42;7.42;7.17;7.33;7.42;10.00;7.42;10.00;10.00; 7.25;81.42
973;Arabica;Guatemala;7.42;7.33;7.25;7.42;7.50;10.00;7.42;10.00;10.00; 7.08;81.42
974;Arabica;Mexico;7.42;7.33;7.25;7.17;7.42;10.00;7.25;10.00;10.00; 7.58;81.42
975;Arabica;Mexico;7.42;7.42;7.25;7.25;7.33;10.00;7.50;10.00;10.00; 7.25;81.42
976;Arabica;Colombia;7.50;7.42;7.25;7.17;7.75;10.00;7.17;10.00;10.00; 7.17;81.42
977;Arabica;Colombia;7.75;7.33;7.42;7.00;7.25;10.00;7.33;10.00;10.00; 7.33;81.42
978;Arabica;United States (Hawaii);7.83;7.00;7.00;7.58;7.50;10.00;7.58;10.00;10.00; 6.92;81.42
979;Arabica;Colombia;7.50;7.33;7.33;7.17;7.42;10.00;7.33;10.00;10.00; 7.25;81.33
980;Arabica;Honduras;7.50;7.50;7.00;7.17;7.33;10.00;7.50;10.00;10.00; 7.33;81.33
981;Arabica;Mexico;7.67;7.42;7.00;7.42;7.08;10.00;7.58;10.00;10.00; 7.17;81.33
982;Arabica;Brazil;7.25;7.33;7.33;7.33;7.42;10.00;7.33;10.00;10.00; 7.33;81.33
983;Arabica;Honduras;7.58;7.42;7.17;7.42;7.17;10.00;7.17;10.00;10.00; 7.42;81.33
984;Arabica;Brazil;7.17;7.33;7.42;7.25;7.33;10.00;7.42;10.00;10.00; 7.42;81.33
985;Arabica;Philippines;7.08;7.33;7.42;7.33;7.50;10.00;7.33;10.00;10.00; 7.33;81.33
986;Arabica;Malawi;7.75;7.33;7.08;7.33;7.25;10.00;7.33;10.00;10.00; 7.25;81.33
987;Arabica;Honduras;7.33;7.33;7.17;7.33;7.33;10.00;7.50;10.00;10.00; 7.33;81.33
988;Arabica;Mexico;7.58;7.42;7.25;7.33;7.25;10.00;7.25;10.00;10.00; 7.25;81.33
989;Arabica;Mexico;7.33;7.25;7.17;7.42;7.33;10.00;7.58;10.00;10.00; 7.25;81.33
990;Arabica;Brazil;7.50;7.58;7.50;7.50;7.83; 9.33;7.75; 9.33; 9.33; 7.58;81.33
991;Arabica;Taiwan;7.83;7.75;7.67;7.83;7.75;10.00;7.83; 9.33;10.00; 5.25;81.25
992;Arabica;Brazil;7.17;7.42;7.17;7.08;8.17;10.00;6.92;10.00;10.00; 7.33;81.25
993;Arabica;Nicaragua;7.08;7.50;7.33;7.17;7.25;10.00;7.42;10.00;10.00; 7.50;81.25
994;Arabica;Honduras;7.42;7.17;7.17;7.50;7.25;10.00;7.33;10.00;10.00; 7.42;81.25
995;Arabica;Guatemala;7.33;7.42;7.17;7.25;7.33;10.00;7.42;10.00;10.00; 7.33;81.25
996;Arabica;Tanzania, United Republic Of;7.33;7.17;7.17;7.50;7.42;10.00;7.25;10.00;10.00; 7.42;81.25
997;Arabica;Taiwan;7.50;7.50;7.25;7.25;7.25;10.00;7.25;10.00;10.00; 7.25;81.25
998;Arabica;Guatemala;7.50;7.33;7.50;7.58;7.25;10.00;7.00;10.00;10.00; 7.08;81.25
999;Arabica;Mexico;7.42;7.42;7.33;7.33;7.42;10.00;7.50; 9.33;10.00; 7.50;81.25
1000;Arabica;Nicaragua;7.33;7.50;7.17;7.17;7.17;10.00;7.58;10.00;10.00; 7.25;81.17
1001;Arabica;Tanzania, United Republic Of;7.67;7.17;7.17;7.33;7.17;10.00;7.50;10.00;10.00; 7.17;81.17
1002;Arabica;Mexico;7.75;7.58;7.08;7.25;7.25;10.00;7.08;10.00;10.00; 7.17;81.17
1003;Arabica;Costa Rica;7.50;7.50;7.33;7.17;7.17;10.00;7.08;10.00;10.00; 7.42;81.17
1004;Arabica;Honduras;7.42;7.33;7.00;7.42;7.33;10.00;7.33;10.00;10.00; 7.33;81.17
1005;Arabica;Thailand;6.83;7.42;7.42;7.17;7.42;10.00;7.50;10.00;10.00; 7.42;81.17
1006;Arabica;Philippines;7.25;7.25;7.25;7.08;7.50;10.00;7.58;10.00;10.00; 7.25;81.17
1007;Arabica;Tanzania, United Republic Of;7.58;7.17;7.17;7.33;7.25;10.00;7.33;10.00;10.00; 7.33;81.17
1008;Arabica;Malawi;7.58;7.25;7.33;7.08;7.33;10.00;7.33;10.00;10.00; 7.25;81.17
1009;Arabica;Costa Rica;7.33;7.08;7.33;7.25;7.58;10.00;7.33;10.00;10.00; 7.25;81.17
1010;Arabica;Brazil;7.42;7.42;7.17;7.42;7.25;10.00;7.33;10.00;10.00; 7.17;81.17
1011;Arabica;Mexico;7.42;7.25;7.08;7.75;7.17;10.00;7.42;10.00;10.00; 7.08;81.17
1012;Arabica;Guatemala;7.42;7.25;7.33;7.25;7.42;10.00;7.25;10.00;10.00; 7.25;81.17
1013;Arabica;Brazil;7.42;7.33;7.25;7.42;7.17;10.00;7.50;10.00;10.00; 7.08;81.17
1014;Arabica;United States (Hawaii);7.25;7.75;7.67;7.67;7.67;10.00;7.42; 8.67; 9.33; 7.75;81.17
1015;Arabica;Ethiopia;7.42;7.33;7.17;7.33;7.17;10.00;7.42;10.00;10.00; 7.25;81.08
1016;Arabica;Brazil;7.58;7.42;7.50;7.25;7.58; 9.33;7.75; 9.33;10.00; 7.33;81.08
1017;Arabica;Nicaragua;7.33;7.33;7.33;7.42;7.33;10.00;7.33;10.00;10.00; 7.00;81.08
1018;Arabica;United States;7.42;7.17;7.33;7.42;7.33;10.00;7.25;10.00;10.00; 7.17;81.08
1019;Arabica;Tanzania, United Republic Of;7.42;7.33;7.33;7.25;7.33;10.00;7.25;10.00;10.00; 7.17;81.08
1020;Arabica;Costa Rica;7.42;7.25;7.17;7.25;7.58;10.00;7.25;10.00;10.00; 7.17;81.08
1021;Arabica;United States (Puerto Rico);7.67;7.75;7.67;7.58;7.67;10.00;7.58; 6.67;10.00; 8.50;81.08
1022;Arabica;Mexico;7.25;7.42;7.33;7.33;7.33;10.00;7.17;10.00;10.00; 7.25;81.08
1023;Arabica;Mexico;7.33;7.25;7.33;7.42;7.42;10.00;7.25;10.00;10.00; 7.08;81.08
1024;Arabica;Mexico;7.33;7.33;7.25;7.42;7.25;10.00;7.25;10.00;10.00; 7.25;81.08
1025;Arabica;Mexico;7.42;7.33;7.25;7.42;7.25;10.00;7.17;10.00;10.00; 7.25;81.08
1026;Arabica;United States (Hawaii);7.42;7.42;7.25;7.58;7.17;10.00;6.92;10.00;10.00; 7.33;81.08
1027;Arabica;Brazil;7.25;7.25;7.17;7.50;7.17;10.00;7.33;10.00;10.00; 7.33;81.00
1028;Arabica;El Salvador;7.42;7.08;7.08;7.33;7.58;10.00;7.25;10.00;10.00; 7.25;81.00
1029;Arabica;Brazil;7.33;7.17;7.17;7.67;7.17;10.00;7.33;10.00;10.00; 7.17;81.00
1030;Arabica;Guatemala;7.42;7.25;7.17;7.50;7.17;10.00;7.25;10.00;10.00; 7.25;81.00
1031;Arabica;Colombia;7.67;7.50;7.42;5.25;7.75;10.00;7.67;10.00;10.00; 7.75;81.00
1032;Arabica;Guatemala;7.50;7.25;7.00;7.25;7.25;10.00;7.50;10.00;10.00; 7.25;81.00
1033;Arabica;Taiwan;7.25;7.17;7.17;7.25;7.33;10.00;7.50;10.00;10.00; 7.33;81.00
1034;Arabica;Honduras;7.42;7.25;7.25;7.33;7.17;10.00;7.25;10.00;10.00; 7.33;81.00
1035;Arabica;Brazil;7.67;7.75;7.83;7.75;7.75;10.00;7.83;10.00; 6.67; 7.75;81.00
1036;Arabica;Tanzania, United Republic Of;7.33;7.33;7.08;7.42;7.33;10.00;7.17;10.00;10.00; 7.33;81.00
1037;Arabica;Uganda;7.33;6.92;7.17;7.33;7.42;10.00;7.42;10.00;10.00; 7.42;81.00
1038;Arabica;Taiwan;7.50;6.92;7.33;7.33;7.33;10.00;7.33;10.00;10.00; 7.25;81.00
1039;Arabica;Thailand;7.33;7.42;7.25;7.42;7.17;10.00;7.25;10.00;10.00; 7.17;81.00
1040;Arabica;Mexico;7.08;7.33;7.33;7.33;7.25;10.00;7.42;10.00;10.00; 7.25;81.00
1041;Arabica;Mexico;7.58;7.67;7.50;7.67;7.50;10.00;7.58; 8.00;10.00; 7.50;81.00
1042;Arabica;Taiwan;7.33;7.17;7.25;7.33;7.25;10.00;7.33;10.00;10.00; 7.25;80.92
1043;Arabica;Guatemala;7.67;7.67;7.33;7.58;7.50; 9.33;7.67; 9.33; 9.33; 7.50;80.92
1044;Arabica;Kenya;7.17;7.58;7.50;7.50;7.75;10.00;8.00;10.00;10.00; 5.42;80.92
1045;Arabica;Mexico;7.50;7.33;7.17;7.42;7.33;10.00;7.50; 9.33;10.00; 7.33;80.92
1046;Arabica;Myanmar;7.17;7.42;7.00;7.58;7.00;10.00;7.33;10.00;10.00; 7.42;80.92
1047;Arabica;United States (Hawaii);7.42;7.08;7.17;7.17;7.25;10.00;7.58;10.00;10.00; 7.25;80.92
1048;Arabica;Tanzania, United Republic Of;7.33;7.17;7.17;7.25;7.33;10.00;7.42;10.00;10.00; 7.25;80.92
1049;Arabica;Brazil;7.25;7.33;7.25;7.25;7.33;10.00;7.25;10.00;10.00; 7.25;80.92
1050;Arabica;Taiwan;7.92;7.67;7.33;7.08;7.08;10.00;7.08;10.00;10.00; 6.75;80.92
1051;Arabica;Brazil;7.17;7.42;7.17;7.25;7.33;10.00;7.25;10.00;10.00; 7.33;80.92
1052;Arabica;Nicaragua;7.33;7.08;7.25;7.00;7.42;10.00;7.50;10.00;10.00; 7.33;80.92
1053;Arabica;Guatemala;7.58;7.42;6.92;7.50;7.17;10.00;7.25;10.00;10.00; 7.08;80.92
1054;Arabica;Taiwan;7.42;7.25;7.25;7.25;7.25;10.00;7.25;10.00;10.00; 7.25;80.92
1055;Arabica;Taiwan;7.25;7.17;7.08;7.08;8.08;10.00;7.08;10.00;10.00; 7.17;80.92
1056;Arabica;Taiwan;7.42;7.25;7.25;7.25;7.25;10.00;7.25;10.00;10.00; 7.25;80.92
1057;Arabica;Mexico;7.58;7.33;7.08;7.50;7.25;10.00;7.17;10.00;10.00; 7.00;80.92
1058;Arabica;Thailand;7.67;7.58;7.33;7.33;7.00;10.00;7.17;10.00;10.00; 6.83;80.92
1059;Arabica;Laos;7.42;7.33;7.17;7.17;7.25;10.00;7.17;10.00;10.00; 7.33;80.83
1060;Arabica;Guatemala;7.67;7.25;7.08;7.33;7.25;10.00;7.17;10.00;10.00; 7.08;80.83
1061;Arabica;Mexico;7.17;7.08;7.25;7.42;7.33;10.00;7.25;10.00;10.00; 7.33;80.83
1062;Arabica;Mexico;7.33;7.25;7.33;7.33;7.17;10.00;7.25;10.00;10.00; 7.17;80.83
1063;Arabica;Mexico;7.50;7.17;7.33;7.25;7.17;10.00;7.17;10.00;10.00; 7.25;80.83
1064;Arabica;United States (Hawaii);7.42;7.33;7.00;7.25;7.50;10.00;7.33;10.00;10.00; 7.00;80.83
1065;Arabica;Colombia;7.33;7.33;7.00;6.83;7.67;10.00;7.33;10.00;10.00; 7.33;80.83
1066;Arabica;Brazil;7.17;7.25;7.08;7.17;7.58;10.00;7.25;10.00;10.00; 7.25;80.75
1067;Arabica;Myanmar;6.92;7.50;7.00;7.58;7.08;10.00;7.50;10.00;10.00; 7.17;80.75
1068;Arabica;Guatemala;7.50;7.33;7.00;7.42;7.17;10.00;7.17;10.00;10.00; 7.17;80.75
1069;Arabica;Nicaragua;7.25;7.25;7.17;7.25;7.25;10.00;7.33;10.00;10.00; 7.25;80.75
1070;Arabica;Honduras;7.50;7.33;7.00;7.42;7.17;10.00;7.25;10.00;10.00; 7.08;80.75
1071;Arabica;Panama;7.25;7.33;7.17;7.33;7.17;10.00;7.33;10.00;10.00; 7.17;80.75
1072;Arabica;Honduras;7.42;7.17;7.08;7.42;7.25;10.00;7.25;10.00;10.00; 7.17;80.75
1073;Arabica;Honduras;7.25;7.33;7.08;7.50;7.33;10.00;7.25;10.00;10.00; 7.00;80.75
1074;Arabica;Costa Rica;7.33;7.33;7.25;7.25;7.17;10.00;7.17;10.00;10.00; 7.25;80.75
1075;Arabica;Mexico;7.58;7.33;7.42;7.25;7.50;10.00;7.50; 9.33; 9.33; 7.50;80.75
1076;Arabica;Haiti;7.42;7.00;7.42;7.25;7.33;10.00;7.08;10.00;10.00; 7.25;80.75
1077;Arabica;United States (Hawaii);7.08;7.33;7.17;7.25;7.67;10.00;7.33;10.00;10.00; 6.92;80.75
1078;Arabica;Taiwan;7.33;7.08;7.08;7.08;7.33;10.00;7.42;10.00;10.00; 7.33;80.67
1079;Arabica;Indonesia;7.58;7.42;7.00;7.67;7.50;10.00;7.50; 9.33; 9.33; 7.33;80.67
1080;Arabica;Guatemala;7.67;7.42;6.83;7.17;7.17;10.00;7.42;10.00;10.00; 7.00;80.67
1081;Arabica;Costa Rica;7.83;7.50;7.67;7.67;7.50;10.00;7.83; 6.67;10.00; 8.00;80.67
1082;Arabica;Malawi;7.50;7.25;7.17;7.17;7.17;10.00;7.25;10.00;10.00; 7.17;80.67
1083;Arabica;Mexico;7.25;7.17;7.17;7.25;7.42;10.00;7.17;10.00;10.00; 7.25;80.67
1084;Arabica;Colombia;7.67;7.50;7.42;7.67;7.75; 6.67;7.50;10.00;10.00; 8.50;80.67
1085;Arabica;Guatemala;7.67;7.17;7.00;7.50;7.00;10.00;7.00;10.00;10.00; 7.33;80.67
1086;Arabica;Guatemala;7.00;7.33;7.50;7.33;7.33;10.00;7.00;10.00;10.00; 7.17;80.67
1087;Arabica;Guatemala;7.00;7.50;7.33;7.17;7.17;10.00;7.17;10.00;10.00; 7.33;80.67
1088;Arabica;Colombia;7.17;7.25;7.08;7.42;7.42;10.00;7.08;10.00;10.00; 7.25;80.67
1089;Arabica;Brazil;7.33;7.25;7.33;7.08;7.25;10.00;7.58; 9.33;10.00; 7.42;80.58
1090;Arabica;Nicaragua;7.08;7.50;7.00;7.25;7.00;10.00;7.42;10.00;10.00; 7.33;80.58
1091;Arabica;Tanzania, United Republic Of;7.25;7.08;7.08;7.33;7.25;10.00;7.33;10.00;10.00; 7.25;80.58
1092;Arabica;Brazil;7.42;7.25;7.33;7.00;7.25;10.00;7.08;10.00;10.00; 7.25;80.58
1093;Arabica;Honduras;7.50;7.17;7.00;7.42;7.00;10.00;7.33;10.00;10.00; 7.17;80.58
1094;Arabica;Guatemala;7.17;7.42;6.83;7.50;7.25;10.00;7.17;10.00;10.00; 7.25;80.58
1095;Arabica;United States (Hawaii);7.42;7.58;7.50;7.92;7.83; 9.33;7.83; 8.67; 8.67; 7.83;80.58
1096;Arabica;Colombia;7.08;7.25;7.00;7.50;7.33;10.00;7.08;10.00;10.00; 7.33;80.58
1097;Arabica;Taiwan;7.17;7.17;7.17;7.42;7.25;10.00;7.17;10.00;10.00; 7.17;80.50
1098;Arabica;Guatemala;7.33;7.25;7.08;7.17;7.17;10.00;7.25;10.00;10.00; 7.25;80.50
1099;Arabica;Honduras;7.58;7.33;7.00;7.17;7.08;10.00;7.33;10.00;10.00; 7.00;80.50
1100;Arabica;Mauritius;7.25;7.25;7.17;7.17;7.17;10.00;7.25;10.00;10.00; 7.25;80.50
1101;Arabica;Brazil;7.25;7.33;7.17;7.50;7.25;10.00;7.33; 9.33;10.00; 7.33;80.50
1102;Arabica;Myanmar;7.17;7.33;7.17;7.42;7.08;10.00;7.25;10.00;10.00; 7.08;80.50
1103;Arabica;Guatemala;7.50;7.17;6.83;7.50;7.17;10.00;7.17;10.00;10.00; 7.17;80.50
1104;Arabica;Brazil;7.42;7.42;7.08;7.33;7.50;10.00;7.67; 9.33; 9.33; 7.42;80.50
1105;Arabica;United States (Hawaii);7.42;7.33;7.33;7.58;7.42;10.00;7.58; 8.67;10.00; 7.17;80.50
1106;Arabica;Guatemala;7.50;7.50;7.00;7.67;7.00;10.00;7.17;10.00;10.00; 6.67;80.50
1107;Arabica;Mexico;7.25;7.25;7.08;7.33;7.17;10.00;7.25;10.00;10.00; 7.17;80.50
1108;Arabica;Honduras;7.25;7.42;7.00;7.42;7.00;10.00;7.33;10.00;10.00; 7.00;80.42
1109;Arabica;Taiwan;7.58;7.17;7.17;7.17;7.17;10.00;7.17;10.00;10.00; 7.00;80.42
1110;Arabica;El Salvador;7.33;7.17;7.08;7.08;7.17;10.00;7.33;10.00;10.00; 7.25;80.42
1111;Arabica;China;7.25;7.08;7.25;7.17;7.17;10.00;7.33;10.00;10.00; 7.17;80.42
1112;Arabica;Taiwan;7.25;7.25;7.17;7.25;7.25;10.00;7.25;10.00;10.00; 7.00;80.42
1113;Arabica;Mexico;6.92;7.17;7.08;7.50;7.17;10.00;7.33;10.00;10.00; 7.25;80.42
1114;Arabica;Mexico;7.42;7.08;7.08;7.33;7.17;10.00;7.25;10.00;10.00; 7.08;80.42
1115;Arabica;Burundi;7.08;7.25;7.17;7.33;7.08;10.00;7.08;10.00;10.00; 7.33;80.33
1116;Arabica;Tanzania, United Republic Of;7.25;7.17;7.00;7.25;7.08;10.00;7.42;10.00;10.00; 7.17;80.33
1117;Arabica;Tanzania, United Republic Of;7.25;7.17;7.25;7.25;7.08;10.00;7.25;10.00;10.00; 7.08;80.33
1118;Arabica;Taiwan;7.25;7.25;7.08;7.25;7.25;10.00;7.25;10.00;10.00; 7.00;80.33
1119;Arabica;Guatemala;7.33;7.33;6.83;7.50;7.17;10.00;7.00;10.00;10.00; 7.17;80.33
1120;Arabica;Mexico;7.25;7.08;7.08;7.33;7.17;10.00;7.33;10.00;10.00; 7.08;80.33
1121;Arabica;United States (Hawaii);7.17;7.50;6.92;7.33;7.33;10.00;7.67; 9.33;10.00; 7.08;80.33
1122;Arabica;Ethiopia;7.25;7.25;7.25;7.33;8.00;10.00;7.50; 9.33; 9.33; 7.08;80.33
1123;Arabica;Brazil;7.17;7.33;7.42;7.08;7.00;10.00;7.00;10.00;10.00; 7.25;80.25
1124;Arabica;Honduras;7.25;7.25;7.00;7.00;7.00;10.00;7.42;10.00;10.00; 7.33;80.25
1125;Arabica;Mexico;7.25;7.17;7.00;7.33;7.00;10.00;7.33;10.00;10.00; 7.17;80.25
1126;Arabica;Myanmar;8.00;7.08;7.00;7.33;6.92;10.00;7.08;10.00;10.00; 6.83;80.25
1127;Arabica;Myanmar;7.42;7.00;7.08;7.00;7.33;10.00;7.17;10.00;10.00; 7.25;80.25
1128;Arabica;Nicaragua;7.08;6.92;7.00;7.25;7.25;10.00;7.50;10.00;10.00; 7.25;80.25
1129;Arabica;United States (Hawaii);7.50;7.08;7.67;7.67;7.58; 9.33;7.42; 9.33; 9.33; 7.33;80.25
1130;Arabica;Colombia;7.42;8.00;7.83;7.75;7.58; 8.67;8.08; 8.67; 8.67; 7.58;80.25
1131;Arabica;Taiwan;7.25;7.08;7.25;7.25;7.25;10.00;7.17;10.00;10.00; 7.00;80.25
1132;Arabica;Guatemala;7.00;7.17;7.33;7.33;7.17;10.00;7.00;10.00;10.00; 7.25;80.25
1133;Arabica;Mexico;7.58;7.33;7.17;7.25;7.00;10.00;6.75;10.00;10.00; 7.17;80.25
1134;Arabica;Vietnam;7.42;7.25;7.25;7.58;7.33;10.00;7.42; 8.67;10.00; 7.25;80.17
1135;Arabica;Nicaragua;7.17;7.08;7.08;7.33;7.08;10.00;7.25;10.00;10.00; 7.17;80.17
1136;Arabica;Honduras;7.25;7.25;7.00;7.17;7.08;10.00;7.08;10.00;10.00; 7.33;80.17
1137;Arabica;Guatemala;7.33;7.33;7.00;7.17;7.17;10.00;7.17;10.00;10.00; 7.00;80.17
1138;Arabica;Mexico;7.33;7.08;6.92;7.42;7.08;10.00;7.25;10.00;10.00; 7.08;80.17
1139;Arabica;Mexico;7.58;7.42;7.33;7.50;7.17;10.00;7.08; 8.67;10.00; 7.42;80.17
1140;Arabica;Mexico;7.33;7.33;7.17;7.08;7.00;10.00;7.25;10.00;10.00; 7.00;80.17
1141;Arabica;Guatemala;7.33;7.33;7.00;7.33;7.00;10.00;7.00;10.00;10.00; 7.17;80.17
1142;Arabica;United States (Hawaii);7.58;7.50;7.33;7.33;7.33; 9.33;7.67; 9.33; 9.33; 7.42;80.17
1143;Arabica;Brazil;7.17;7.17;7.00;7.17;7.25;10.00;7.25;10.00;10.00; 7.08;80.08
1144;Arabica;Taiwan;7.42;7.25;7.25;7.17;7.00;10.00;7.00;10.00;10.00; 7.00;80.08
1145;Arabica;Nicaragua;7.25;7.17;6.92;7.25;7.25;10.00;7.17;10.00;10.00; 7.08;80.08
1146;Arabica;Taiwan;7.25;7.25;7.25;7.25;7.00;10.00;7.08;10.00;10.00; 7.00;80.08
1147;Arabica;Taiwan;7.25;7.25;7.25;7.00;7.08;10.00;7.25;10.00;10.00; 7.00;80.08
1148;Arabica;Taiwan;7.25;7.25;7.25;7.08;7.08;10.00;7.17;10.00;10.00; 7.00;80.08
1149;Arabica;Mexico;7.33;7.17;7.25;7.08;7.08;10.00;7.08;10.00;10.00; 7.08;80.08
1150;Arabica;Mexico;7.25;7.08;7.00;7.17;7.17;10.00;7.33;10.00;10.00; 7.08;80.08
1151;Arabica;Nicaragua;7.33;7.08;6.92;7.08;7.17;10.00;7.42;10.00;10.00; 7.00;80.00
1152;Arabica;Myanmar;7.17;7.33;7.00;7.42;7.00;10.00;7.17;10.00;10.00; 6.92;80.00
1153;Arabica;Mexico;7.58;7.75;7.42;7.50;7.50;10.00;7.50; 8.67; 8.67; 7.42;80.00
1154;Arabica;Taiwan;7.25;7.25;7.25;7.00;7.00;10.00;7.25;10.00;10.00; 7.00;80.00
1155;Arabica;Thailand;7.33;6.67;7.08;7.42;7.08;10.00;7.42;10.00;10.00; 7.00;80.00
1156;Arabica;Mexico;7.25;7.25;7.08;7.17;7.33;10.00;7.33; 9.33;10.00; 7.25;80.00
1157;Arabica;Mexico;7.08;7.33;7.00;7.33;7.00;10.00;7.08;10.00;10.00; 7.17;80.00
1158;Arabica;Ethiopia;7.42;7.42;7.50;7.92;7.58; 8.67;7.75; 8.67; 9.33; 7.75;80.00
1159;Arabica;Colombia;7.83;7.67;7.58;7.75;7.17;10.00;7.83; 6.67;10.00; 7.42;79.92
1160;Arabica;United States (Hawaii);7.50;7.00;7.00;6.92;7.17;10.00;7.33;10.00;10.00; 7.00;79.92
1161;Arabica;Mexico;7.33;7.08;7.08;7.33;7.17;10.00;7.42; 9.33;10.00; 7.17;79.92
1162;Arabica;Mexico;7.17;7.17;6.92;7.25;7.08;10.00;7.33;10.00;10.00; 7.00;79.92
1163;Arabica;Mexico;7.50;7.17;7.00;7.17;7.08;10.00;7.25;10.00;10.00; 6.75;79.92
1164;Arabica;Mexico;7.17;7.08;7.08;7.08;7.33;10.00;7.50; 9.33;10.00; 7.33;79.92
1165;Arabica;Mexico;7.33;7.25;7.00;7.42;7.17;10.00;7.17; 9.33;10.00; 7.25;79.92
1166;Arabica;Mexico;7.17;7.33;7.08;7.58;7.08;10.00;7.33;10.00; 9.33; 7.00;79.92
1167;Arabica;United States (Hawaii);7.50;7.42;7.58;7.42;7.58;10.00;7.50; 8.67; 8.67; 7.58;79.92
1168;Arabica;Kenya;7.00;7.08;7.00;7.17;7.25;10.00;7.25;10.00;10.00; 7.08;79.83
1169;Arabica;Guatemala;7.33;7.25;6.92;7.33;7.33;10.00;7.25; 9.33;10.00; 7.08;79.83
1170;Arabica;Nicaragua;6.83;7.17;7.17;6.92;7.08;10.00;7.50;10.00;10.00; 7.17;79.83
1171;Arabica;Mexico;7.17;7.08;7.00;7.25;7.00;10.00;7.50;10.00;10.00; 6.83;79.83
1172;Arabica;United States (Hawaii);7.58;7.08;6.83;7.17;7.17;10.00;7.50; 9.33;10.00; 7.17;79.83
1173;Arabica;Guatemala;7.50;7.42;7.25;7.58;7.42; 9.33;7.33; 9.33; 9.33; 7.25;79.75
1174;Arabica;Taiwan;7.75;7.33;7.17;7.33;7.83; 8.67;7.67; 9.33; 9.33; 7.33;79.75
1175;Arabica;Taiwan;7.08;7.08;7.25;7.00;7.17;10.00;7.17;10.00;10.00; 7.00;79.75
1176;Arabica;Thailand;7.25;7.08;6.92;7.50;6.92;10.00;7.08;10.00;10.00; 7.00;79.75
1177;Arabica;Peru;7.00;7.08;7.00;7.25;7.42;10.00;7.50; 9.33;10.00; 7.17;79.75
1178;Arabica;Costa Rica;7.58;7.50;7.67;7.75;7.58;10.00;7.67; 8.00; 8.00; 8.00;79.75
1179;Arabica;Mexico;7.58;7.08;7.00;7.00;6.92;10.00;7.50;10.00;10.00; 6.67;79.75
1180;Arabica;Mexico;7.58;7.08;6.92;7.58;6.92;10.00;7.50;10.00; 9.33; 6.83;79.75
1181;Arabica;Mexico;7.25;7.08;7.00;7.17;7.08;10.00;7.17;10.00;10.00; 7.00;79.75
1182;Arabica;Mexico;7.25;7.17;7.17;7.08;7.00;10.00;7.17;10.00;10.00; 6.92;79.75
1183;Arabica;Mexico;7.33;7.25;7.00;7.08;7.00;10.00;7.08;10.00;10.00; 7.00;79.75
1184;Arabica;Guatemala;7.58;7.33;7.50;7.33;7.33; 9.33;7.00; 9.33; 9.33; 7.67;79.75
1185;Arabica;Mexico;7.25;6.83;6.92;7.08;7.08;10.00;7.25;10.00;10.00; 7.33;79.75
1186;Arabica;Guatemala;7.42;7.42;7.25;7.58;7.33; 9.33;7.42; 9.33; 9.33; 7.25;79.67
1187;Arabica;El Salvador;7.25;7.08;7.00;6.83;7.17;10.00;7.33;10.00;10.00; 7.00;79.67
1188;Arabica;Thailand;6.92;7.17;6.83;7.42;7.08;10.00;7.17;10.00;10.00; 7.08;79.67
1189;Arabica;Guatemala;7.50;7.00;6.83;7.08;7.17;10.00;7.08;10.00;10.00; 7.00;79.67
1190;Arabica;Mexico;7.42;7.25;6.83;7.58;6.58;10.00;7.17;10.00;10.00; 6.83;79.67
1191;Arabica;Mexico;7.33;7.17;7.00;6.75;7.00;10.00;7.08;10.00;10.00; 7.33;79.67
1192;Arabica;Mexico;6.92;7.17;7.17;7.17;7.08;10.00;7.08;10.00;10.00; 7.08;79.67
